"Units","scenario","region","subsector","technology","output","year","value"
"EJ","CCSP450","USA","coal","coal (conv pul)","electricity",2085,0.0155974
"EJ","CCSP450","USA","coal","coal (conv pul)","electricity",2090,0.0165175
"EJ","CCSP450","USA","coal","coal (conv pul)","electricity",2095,0.0179599
"EJ","CCSP450","USA","coal","coal (conv pul)","electricity",2100,0.0183944
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2025,0.443401
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2030,1.10649
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2035,1.96633
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2040,3.05874
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2045,3.93655
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2050,4.67727
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2055,5.25157
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2060,5.86697
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2065,6.50265
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2070,6.67534
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2075,6.59676
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2080,6.328
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2085,6.10339
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2090,6.15641
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2095,6.33842
"EJ","CCSP450","USA","gas","gas (CC CCS)","electricity",2100,6.61583
"EJ","CCSP450","USA","gas","gas (CC)","electricity",1990,0.589517
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2005,1.90076
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2010,1.90666
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2015,3.03486
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2020,4.18487
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2025,4.04486
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2030,3.668
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2035,2.82884
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2040,1.85101
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2045,1.42836
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2050,1.22136
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2055,1.28794
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2060,1.21613
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2065,0.890594
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2070,0.721792
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2075,0.602144
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2080,0.555395
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2085,0.617634
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2090,0.726611
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2095,0.841584
"EJ","CCSP450","USA","gas","gas (CC)","electricity",2100,0.868581
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",1990,0.436727
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2005,0.668576
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2010,1.47779
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2015,1.60399
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2020,2.01856
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2025,0.915093
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2030,0.592491
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2035,0.326866
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2040,0.165865
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2045,0.119894
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2050,0.0994049
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2055,0.101644
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2060,0.0861004
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2065,0.0552686
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2070,0.0381062
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2075,0.0253695
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2080,0.0187993
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2085,0.0175802
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2090,0.0179764
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2095,0.0183459
"EJ","CCSP450","USA","gas","gas (steam/CT)","electricity",2100,0.0152741
"EJ","CCSP450","USA","geothermal","geothermal","electricity",1990,0.0576427
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2005,0.0603983
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2010,0.063274
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2015,0.067386
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2020,0.203169
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2025,0.480685
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2030,0.710226
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2035,0.781977
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2040,0.782285
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2045,0.782555
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2050,0.782513
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2055,0.7824
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2060,0.782355
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2065,0.782376
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2070,0.782398
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2075,0.782415
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2080,0.782424
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2085,0.782402
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2090,0.782359
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2095,0.782315
"EJ","CCSP450","USA","geothermal","geothermal","electricity",2100,0.782288
"EJ","CCSP450","USA","hydro","hydro","electricity",1990,0.983347
"EJ","CCSP450","USA","hydro","hydro","electricity",2005,0.980802
"EJ","CCSP450","USA","hydro","hydro","electricity",2010,0.944158
"EJ","CCSP450","USA","hydro","hydro","electricity",2015,0.903665
"EJ","CCSP450","USA","hydro","hydro","electricity",2020,0.912057
"EJ","CCSP450","USA","hydro","hydro","electricity",2025,0.92045
"EJ","CCSP450","USA","hydro","hydro","electricity",2030,0.928842
"EJ","CCSP450","USA","hydro","hydro","electricity",2035,0.937234
"EJ","CCSP450","USA","hydro","hydro","electricity",2040,0.945627
"EJ","CCSP450","USA","hydro","hydro","electricity",2045,0.954019
"EJ","CCSP450","USA","hydro","hydro","electricity",2050,0.962412
"EJ","CCSP450","USA","hydro","hydro","electricity",2055,0.970804
"EJ","CCSP450","USA","hydro","hydro","electricity",2060,0.979197
"EJ","CCSP450","USA","hydro","hydro","electricity",2065,0.987589
"EJ","CCSP450","USA","hydro","hydro","electricity",2070,0.995981
"EJ","CCSP450","USA","hydro","hydro","electricity",2075,1.00437
"EJ","CCSP450","USA","hydro","hydro","electricity",2080,1.01277
"EJ","CCSP450","USA","hydro","hydro","electricity",2085,1.02116
"EJ","CCSP450","USA","hydro","hydro","electricity",2090,1.02955
"EJ","CCSP450","USA","hydro","hydro","electricity",2095,1.03794
"EJ","CCSP450","USA","hydro","hydro","electricity",2100,1.04634
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2025,0.942837
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2030,2.64903
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2035,4.80023
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2040,6.78231
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2045,8.46776
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2050,10.0303
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2055,11.2856
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2060,12.3624
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2065,13.3373
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2070,14.2489
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2075,15.1011
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2080,15.8776
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2085,15.7505
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2090,14.9586
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2095,13.8159
"EJ","CCSP450","USA","nuclear","Gen_III","electricity",2100,12.8717
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",1990,2.20129
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2005,2.91849
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2010,3.02
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2015,2.98765
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2020,2.76101
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2025,2.63151
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2030,2.44262
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2035,2.18414
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2040,1.85967
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2045,1.49378
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2050,1.12789
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2055,0.803391
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2060,0.544867
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2065,0.355958
"EJ","CCSP450","USA","nuclear","Gen_II_LWR","electricity",2070,0.226448
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2025,0.103174
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2030,0.139786
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2035,0.14931
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2040,0.173557
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2045,0.156058
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2050,0.172116
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2055,0.162137
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2060,0.137089
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2065,0.0978469
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2070,0.0708577
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2075,0.0679118
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2080,0.0626015
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2085,0.0671966
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2090,0.0791686
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2095,0.0915567
"EJ","CCSP450","USA","refined liquids","refined liquids (CC CCS)","electricity",2100,0.100486
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2020,0.0270888
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2025,0.00722221
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2030,0.00712679
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2035,0.00545899
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2040,0.00468539
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2045,0.00595841
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2050,0.00903078
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2055,0.0145373
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2060,0.0166173
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2065,0.0163425
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2070,0.0156387
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2075,0.0157991
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2080,0.0156263
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2085,0.0171792
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2090,0.0196204
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2095,0.0224874
"EJ","CCSP450","USA","refined liquids","refined liquids (CC)","electricity",2100,0.0234433
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",1990,0.450745
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2005,0.454949
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2010,0.14454
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2015,0.109566
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2020,0.0762041
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2025,0.02539
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2030,0.0181383
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2035,0.00960768
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2040,0.00511272
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2045,0.00323543
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2050,0.0028797
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2055,0.00281845
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2060,0.00187338
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2065,0.00070862
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2070,0.000526328
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2075,0.000474105
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2080,0.000441469
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2085,0.000483741
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2090,0.000558776
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2095,0.000646103
"EJ","CCSP450","USA","refined liquids","refined liquids (steam/CT)","electricity",2100,0.000694044
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2020,0.000355925
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2025,0.00940736
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2030,0.0326361
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2035,0.0787668
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2040,0.126333
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2045,0.173113
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2050,0.216613
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2055,0.246047
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2060,0.278049
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2065,0.30539
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2070,0.315603
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2075,0.330537
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2080,0.340106
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2085,0.343931
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2090,0.351015
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2095,0.356771
"EJ","CCSP450","USA","rooftop_pv","rooftop_pv","elect_td_bld",2100,0.36223
"EJ","CCSP450","USA","solar","CSP","electricity",1990,0.00238678
"EJ","CCSP450","USA","solar","CSP","electricity",2005,0.00214551
"EJ","CCSP450","USA","solar","CSP","electricity",2010,0.00316424
"EJ","CCSP450","USA","solar","CSP","electricity",2015,0.0127525
"EJ","CCSP450","USA","solar","CSP","electricity",2020,0.0127525
"EJ","CCSP450","USA","solar","CSP","electricity",2025,0.0127525
"EJ","CCSP450","USA","solar","CSP","electricity",2030,0.0127525
"EJ","CCSP450","USA","solar","CSP","electricity",2035,0.0127525
"EJ","CCSP450","USA","solar","CSP","electricity",2040,0.0127525
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2020,0.000449938
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2025,0.00332996
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2030,0.0100729
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2035,0.021662
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2040,0.0412504
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2045,0.0668175
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2050,0.100822
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2055,0.133451
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2060,0.164695
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2065,0.195227
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2070,0.223324
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2075,0.250764
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2080,0.271629
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2085,0.306633
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2090,0.366568
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2095,0.455941
"EJ","CCSP450","USA","solar","CSP_storage","electricity",2100,0.564534
"EJ","CCSP450","USA","solar","PV","electricity",1990,1.07999e-05
"EJ","CCSP450","USA","solar","PV","electricity",2005,0.00188632
"EJ","CCSP450","USA","solar","PV","electricity",2010,0.0110262
"EJ","CCSP450","USA","solar","PV","electricity",2015,0.115474
"EJ","CCSP450","USA","solar","PV","electricity",2020,0.474851
"EJ","CCSP450","USA","solar","PV","electricity",2025,1.87579
"EJ","CCSP450","USA","solar","PV","electricity",2030,2.59394
"EJ","CCSP450","USA","solar","PV","electricity",2035,3.11974
"EJ","CCSP450","USA","solar","PV","electricity",2040,3.64991
"EJ","CCSP450","USA","solar","PV","electricity",2045,3.99161
"EJ","CCSP450","USA","solar","PV","electricity",2050,4.3724
"EJ","CCSP450","USA","solar","PV","electricity",2055,4.47322
"EJ","CCSP450","USA","solar","PV","electricity",2060,4.57691
"EJ","CCSP450","USA","solar","PV","electricity",2065,4.71165
"EJ","CCSP450","USA","solar","PV","electricity",2070,4.87008
"EJ","CCSP450","USA","solar","PV","electricity",2075,4.97052
"EJ","CCSP450","USA","solar","PV","electricity",2080,5.01331
"EJ","CCSP450","USA","solar","PV","electricity",2085,5.19463
"EJ","CCSP450","USA","solar","PV","electricity",2090,5.41266
"EJ","CCSP450","USA","solar","PV","electricity",2095,5.57865
"EJ","CCSP450","USA","solar","PV","electricity",2100,5.64213
"EJ","CCSP450","USA","solar","PV_storage","electricity",2020,0.000584797
"EJ","CCSP450","USA","solar","PV_storage","electricity",2025,0.0042959
"EJ","CCSP450","USA","solar","PV_storage","electricity",2030,0.0137172
"EJ","CCSP450","USA","solar","PV_storage","electricity",2035,0.0308658
"EJ","CCSP450","USA","solar","PV_storage","electricity",2040,0.0617847
"EJ","CCSP450","USA","solar","PV_storage","electricity",2045,0.0879051
"EJ","CCSP450","USA","solar","PV_storage","electricity",2050,0.12053
"EJ","CCSP450","USA","solar","PV_storage","electricity",2055,0.118516
"EJ","CCSP450","USA","solar","PV_storage","electricity",2060,0.118964
"EJ","CCSP450","USA","solar","PV_storage","electricity",2065,0.121161
"EJ","CCSP450","USA","solar","PV_storage","electricity",2070,0.124325
"EJ","CCSP450","USA","solar","PV_storage","electricity",2075,0.125847
"EJ","CCSP450","USA","solar","PV_storage","electricity",2080,0.120818
"EJ","CCSP450","USA","solar","PV_storage","electricity",2085,0.141144
"EJ","CCSP450","USA","solar","PV_storage","electricity",2090,0.181326
"EJ","CCSP450","USA","solar","PV_storage","electricity",2095,0.22469
"EJ","CCSP450","USA","solar","PV_storage","electricity",2100,0.261081
"EJ","CCSP450","USA","wind","wind","electricity",1990,0.0110375
"EJ","CCSP450","USA","wind","wind","electricity",2005,0.0643689
"EJ","CCSP450","USA","wind","wind","electricity",2010,0.342515
"EJ","CCSP450","USA","wind","wind","electricity",2015,0.694449
"EJ","CCSP450","USA","wind","wind","electricity",2020,1.00358
"EJ","CCSP450","USA","wind","wind","electricity",2025,2.60429
"EJ","CCSP450","USA","wind","wind","electricity",2030,3.22919
"EJ","CCSP450","USA","wind","wind","electricity",2035,3.58902
"EJ","CCSP450","USA","wind","wind","electricity",2040,3.97166
"EJ","CCSP450","USA","wind","wind","electricity",2045,4.02572
"EJ","CCSP450","USA","wind","wind","electricity",2050,4.21812
"EJ","CCSP450","USA","wind","wind","electricity",2055,4.04034
"EJ","CCSP450","USA","wind","wind","electricity",2060,3.97896
"EJ","CCSP450","USA","wind","wind","electricity",2065,4.019
"EJ","CCSP450","USA","wind","wind","electricity",2070,4.11927
"EJ","CCSP450","USA","wind","wind","electricity",2075,4.19853
"EJ","CCSP450","USA","wind","wind","electricity",2080,4.18102
"EJ","CCSP450","USA","wind","wind","electricity",2085,4.54045
"EJ","CCSP450","USA","wind","wind","electricity",2090,5.07409
"EJ","CCSP450","USA","wind","wind","electricity",2095,5.53769
"EJ","CCSP450","USA","wind","wind","electricity",2100,5.74304
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2020,0.00140193
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2025,0.0193868
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2030,0.0690803
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2035,0.163701
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2040,0.331237
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2045,0.524169
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2050,0.768531
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2055,0.866433
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2060,0.966037
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2065,1.05699
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2070,1.15421
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2075,1.22829
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2080,1.26942
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2085,1.39871
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2090,1.58609
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2095,1.75406
"EJ","CCSP450","USA","wind","wind_offshore","electricity",2100,1.85637
"EJ","CCSP450","USA","wind","wind_storage","electricity",2020,0.00384697
"EJ","CCSP450","USA","wind","wind_storage","electricity",2025,0.028145
"EJ","CCSP450","USA","wind","wind_storage","electricity",2030,0.0658416
"EJ","CCSP450","USA","wind","wind_storage","electricity",2035,0.111659
"EJ","CCSP450","USA","wind","wind_storage","electricity",2040,0.175263
"EJ","CCSP450","USA","wind","wind_storage","electricity",2045,0.219684
"EJ","CCSP450","USA","wind","wind_storage","electricity",2050,0.273591
"EJ","CCSP450","USA","wind","wind_storage","electricity",2055,0.278756
"EJ","CCSP450","USA","wind","wind_storage","electricity",2060,0.288248
"EJ","CCSP450","USA","wind","wind_storage","electricity",2065,0.304477
"EJ","CCSP450","USA","wind","wind_storage","electricity",2070,0.323484
"EJ","CCSP450","USA","wind","wind_storage","electricity",2075,0.338132
"EJ","CCSP450","USA","wind","wind_storage","electricity",2080,0.337366
"EJ","CCSP450","USA","wind","wind_storage","electricity",2085,0.39102
"EJ","CCSP450","USA","wind","wind_storage","electricity",2090,0.484986
"EJ","CCSP450","USA","wind","wind_storage","electricity",2095,0.592848
"EJ","CCSP450","USA","wind","wind_storage","electricity",2100,0.711976
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2025,0.0023476
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2030,0.0087578
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2035,0.02132
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2040,0.0437543
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2045,0.078017
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2050,0.126692
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2055,0.194112
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2060,0.285264
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2065,0.400462
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2070,0.539875
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2075,0.700691
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2080,0.876374
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2085,1.05886
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2090,1.24116
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2095,1.42378
"EJ","Reference","Africa_Eastern","biomass","biomass (IGCC)","electricity",2100,1.60229
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",1990,0.00129257
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2005,0.00210251
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2010,0.00273254
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2015,0.00243667
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2020,0.00520561
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2025,0.0148923
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2030,0.0404938
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2035,0.0865866
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2040,0.157722
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2045,0.250423
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2050,0.365668
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2055,0.504537
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2060,0.681636
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2065,0.889571
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2070,1.12846
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2075,1.38934
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2080,1.65242
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2085,1.90269
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2090,2.12693
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2095,2.33046
"EJ","Reference","Africa_Eastern","biomass","biomass (conv)","electricity",2100,2.50707
"EJ","Reference","Africa_Eastern","coal","coal (IGCC)","electricity",2025,0.00234536
