"Units","scenario","region","year","value"
"thous","CCSP450","Africa_Eastern",1975,91890
"thous","CCSP450","Africa_Eastern",1990,145593
"thous","CCSP450","Africa_Eastern",2005,222829
"thous","CCSP450","Africa_Eastern",2010,255333
"thous","CCSP450","Africa_Eastern",2015,292560
"thous","CCSP450","Africa_Eastern",2020,327652
"thous","CCSP450","Africa_Eastern",2025,363312
"thous","CCSP450","Africa_Eastern",2030,398928
"thous","CCSP450","Africa_Eastern",2035,433912
"thous","CCSP450","Africa_Eastern",2040,467666
"thous","CCSP450","Africa_Eastern",2045,499664
"thous","CCSP450","Africa_Eastern",2050,529402
"thous","CCSP450","Africa_Eastern",2055,556634
"thous","CCSP450","Africa_Eastern",2060,581206
"thous","CCSP450","Africa_Eastern",2065,603136
"thous","CCSP450","Africa_Eastern",2070,622472
"thous","CCSP450","Africa_Eastern",2075,639201
"thous","CCSP450","Africa_Eastern",2080,653078
"thous","CCSP450","Africa_Eastern",2085,664120
"thous","CCSP450","Africa_Eastern",2090,672314
"thous","CCSP450","Africa_Eastern",2095,678024
"thous","CCSP450","Africa_Eastern",2100,681323
"thous","CCSP450","Africa_Northern",1975,81330
"thous","CCSP450","Africa_Northern",1990,119597
"thous","CCSP450","Africa_Northern",2005,155472
"thous","CCSP450","Africa_Northern",2010,168395
"thous","CCSP450","Africa_Northern",2015,184959
"thous","CCSP450","Africa_Northern",2020,196801
"thous","CCSP450","Africa_Northern",2025,207480
"thous","CCSP450","Africa_Northern",2030,216852
"thous","CCSP450","Africa_Northern",2035,225136
"thous","CCSP450","Africa_Northern",2040,232477
"thous","CCSP450","Africa_Northern",2045,238781
"thous","CCSP450","Africa_Northern",2050,243731
"thous","CCSP450","Africa_Northern",2055,247357
"thous","CCSP450","Africa_Northern",2060,249677
"thous","CCSP450","Africa_Northern",2065,250848
"thous","CCSP450","Africa_Northern",2070,250893
"thous","CCSP450","Africa_Northern",2075,249970
"thous","CCSP450","Africa_Northern",2080,248377
"thous","CCSP450","Africa_Northern",2085,246266
"thous","CCSP450","Africa_Northern",2090,243811
"thous","CCSP450","Africa_Northern",2095,240965
"thous","CCSP450","Africa_Northern",2100,237829
"thous","CCSP450","Africa_Southern",1975,53046
"thous","CCSP450","Africa_Southern",1990,83159
"thous","CCSP450","Africa_Southern",2005,121701
"thous","CCSP450","Africa_Southern",2010,139244
"thous","CCSP450","Africa_Southern",2015,160447
"thous","CCSP450","Africa_Southern",2020,179810
"thous","CCSP450","Africa_Southern",2025,199719
"thous","CCSP450","Africa_Southern",2030,219910
"thous","CCSP450","Africa_Southern",2035,240067
"thous","CCSP450","Africa_Southern",2040,260006
"thous","CCSP450","Africa_Southern",2045,279087
"thous","CCSP450","Africa_Southern",2050,297214
"thous","CCSP450","Africa_Southern",2055,313929
"thous","CCSP450","Africa_Southern",2060,329226
"thous","CCSP450","Africa_Southern",2065,343254
"thous","CCSP450","Africa_Southern",2070,355958
"thous","CCSP450","Africa_Southern",2075,367099
"thous","CCSP450","Africa_Southern",2080,376885
"thous","CCSP450","Africa_Southern",2085,385319
"thous","CCSP450","Africa_Southern",2090,392092
"thous","CCSP450","Africa_Southern",2095,397271
"thous","CCSP450","Africa_Southern",2100,400909
"thous","CCSP450","Africa_Western",1975,159160
"thous","CCSP450","Africa_Western",1990,239535
"thous","CCSP450","Africa_Western",2005,360464
"thous","CCSP450","Africa_Western",2010,415301
"thous","CCSP450","Africa_Western",2015,478031
"thous","CCSP450","Africa_Western",2020,537465
"thous","CCSP450","Africa_Western",2025,599748
"thous","CCSP450","Africa_Western",2030,664116
"thous","CCSP450","Africa_Western",2035,729808
"thous","CCSP450","Africa_Western",2040,795629
"thous","CCSP450","Africa_Western",2045,860599
"thous","CCSP450","Africa_Western",2050,924076
"thous","CCSP450","Africa_Western",2055,982617
"thous","CCSP450","Africa_Western",2060,1036430
"thous","CCSP450","Africa_Western",2065,1086770
"thous","CCSP450","Africa_Western",2070,1133100
"thous","CCSP450","Africa_Western",2075,1174800
"thous","CCSP450","Africa_Western",2080,1211620
"thous","CCSP450","Africa_Western",2085,1243150
"thous","CCSP450","Africa_Western",2090,1269550
"thous","CCSP450","Africa_Western",2095,1291420
"thous","CCSP450","Africa_Western",2100,1309180
"thous","CCSP450","Argentina",1975,25866
"thous","CCSP450","Argentina",1990,32619
"thous","CCSP450","Argentina",2005,38893
"thous","CCSP450","Argentina",2010,40896
"thous","CCSP450","Argentina",2015,43075
"thous","CCSP450","Argentina",2020,44637
"thous","CCSP450","Argentina",2025,46040
"thous","CCSP450","Argentina",2030,47286
"thous","CCSP450","Argentina",2035,48376
"thous","CCSP450","Argentina",2040,49321
"thous","CCSP450","Argentina",2045,50052
"thous","CCSP450","Argentina",2050,50587
"thous","CCSP450","Argentina",2055,50920
"thous","CCSP450","Argentina",2060,51055
"thous","CCSP450","Argentina",2065,51051
"thous","CCSP450","Argentina",2070,50881
"thous","CCSP450","Argentina",2075,50559
"thous","CCSP450","Argentina",2080,50101
"thous","CCSP450","Argentina",2085,49577
"thous","CCSP450","Argentina",2090,49002
"thous","CCSP450","Argentina",2095,48379
"thous","CCSP450","Argentina",2100,47716
"thous","CCSP450","Australia_NZ",1975,16856
"thous","CCSP450","Australia_NZ",1990,20359
"thous","CCSP450","Australia_NZ",2005,24314
"thous","CCSP450","Australia_NZ",2010,26525
"thous","CCSP450","Australia_NZ",2015,28547
"thous","CCSP450","Australia_NZ",2020,30619
"thous","CCSP450","Australia_NZ",2025,32663
"thous","CCSP450","Australia_NZ",2030,34591
"thous","CCSP450","Australia_NZ",2035,36424
"thous","CCSP450","Australia_NZ",2040,38212
"thous","CCSP450","Australia_NZ",2045,39967
"thous","CCSP450","Australia_NZ",2050,41667
"thous","CCSP450","Australia_NZ",2055,43281
"thous","CCSP450","Australia_NZ",2060,44784
"thous","CCSP450","Australia_NZ",2065,46069
"thous","CCSP450","Australia_NZ",2070,47145
"thous","CCSP450","Australia_NZ",2075,48016
"thous","CCSP450","Australia_NZ",2080,48667
"thous","CCSP450","Australia_NZ",2085,49082
"thous","CCSP450","Australia_NZ",2090,49233
"thous","CCSP450","Australia_NZ",2095,49103
"thous","CCSP450","Australia_NZ",2100,48725
"thous","CCSP450","Brazil",1975,107216
"thous","CCSP450","Brazil",1990,149003
"thous","CCSP450","Brazil",2005,186127
"thous","CCSP450","Brazil",2010,195714
"thous","CCSP450","Brazil",2015,204472
"thous","CCSP450","Brazil",2020,212114
"thous","CCSP450","Brazil",2025,218835
"thous","CCSP450","Brazil",2030,224269
"thous","CCSP450","Brazil",2035,228418
"thous","CCSP450","Brazil",2040,231336
"thous","CCSP450","Brazil",2045,233038
"thous","CCSP450","Brazil",2050,233377
"thous","CCSP450","Brazil",2055,232304
"thous","CCSP450","Brazil",2060,230153
"thous","CCSP450","Brazil",2065,227015
"thous","CCSP450","Brazil",2070,223022
"thous","CCSP450","Brazil",2075,218264
"thous","CCSP450","Brazil",2080,212960
"thous","CCSP450","Brazil",2085,207279
"thous","CCSP450","Brazil",2090,201425
"thous","CCSP450","Brazil",2095,195525
"thous","CCSP450","Brazil",2100,189641
"thous","CCSP450","Canada",1975,23059
"thous","CCSP450","Canada",1990,27541
"thous","CCSP450","Canada",2005,32164
"thous","CCSP450","Canada",2010,34148
"thous","CCSP450","Canada",2015,36027
"thous","CCSP450","Canada",2020,37942
"thous","CCSP450","Canada",2025,39827
"thous","CCSP450","Canada",2030,41578
"thous","CCSP450","Canada",2035,43194
"thous","CCSP450","Canada",2040,44749
"thous","CCSP450","Canada",2045,46285
"thous","CCSP450","Canada",2050,47808
"thous","CCSP450","Canada",2055,49283
"thous","CCSP450","Canada",2060,50702
"thous","CCSP450","Canada",2065,51943
"thous","CCSP450","Canada",2070,53010
"thous","CCSP450","Canada",2075,53899
"thous","CCSP450","Canada",2080,54577
"thous","CCSP450","Canada",2085,55014
"thous","CCSP450","Canada",2090,55203
"thous","CCSP450","Canada",2095,55088
"thous","CCSP450","Canada",2100,54679
"thous","CCSP450","Central America and Caribbean",1975,45127
"thous","CCSP450","Central America and Caribbean",1990,59989
"thous","CCSP450","Central America and Caribbean",2005,75932
"thous","CCSP450","Central America and Caribbean",2010,80984
"thous","CCSP450","Central America and Caribbean",2015,86156
"thous","CCSP450","Central America and Caribbean",2020,90410
"thous","CCSP450","Central America and Caribbean",2025,94236
"thous","CCSP450","Central America and Caribbean",2030,97597
"thous","CCSP450","Central America and Caribbean",2035,100446
"thous","CCSP450","Central America and Caribbean",2040,102754
"thous","CCSP450","Central America and Caribbean",2045,104535
"thous","CCSP450","Central America and Caribbean",2050,105763
"thous","CCSP450","Central America and Caribbean",2055,106465
"thous","CCSP450","Central America and Caribbean",2060,106650
"thous","CCSP450","Central America and Caribbean",2065,106558
"thous","CCSP450","Central America and Caribbean",2070,106227
"thous","CCSP450","Central America and Caribbean",2075,105638
"thous","CCSP450","Central America and Caribbean",2080,104841
"thous","CCSP450","Central America and Caribbean",2085,103819
"thous","CCSP450","Central America and Caribbean",2090,102640
"thous","CCSP450","Central America and Caribbean",2095,101344
"thous","CCSP450","Central America and Caribbean",2100,99983
"thous","CCSP450","Central Asia",1975,51975
"thous","CCSP450","Central Asia",1990,68498
"thous","CCSP450","Central Asia",2005,76706
"thous","CCSP450","Central Asia",2010,81534
"thous","CCSP450","Central Asia",2015,88051
"thous","CCSP450","Central Asia",2020,91528
"thous","CCSP450","Central Asia",2025,94287
"thous","CCSP450","Central Asia",2030,96353
"thous","CCSP450","Central Asia",2035,97911
"thous","CCSP450","Central Asia",2040,99103
"thous","CCSP450","Central Asia",2045,99832
"thous","CCSP450","Central Asia",2050,99981
"thous","CCSP450","Central Asia",2055,99590
"thous","CCSP450","Central Asia",2060,98781
"thous","CCSP450","Central Asia",2065,97769
"thous","CCSP450","Central Asia",2070,96551
"thous","CCSP450","Central Asia",2075,95122
"thous","CCSP450","Central Asia",2080,93500
"thous","CCSP450","Central Asia",2085,91781
"thous","CCSP450","Central Asia",2090,90071
"thous","CCSP450","Central Asia",2095,88412
"thous","CCSP450","Central Asia",2100,86771
"thous","CCSP450","China",1975,930691
"thous","CCSP450","China",1990,1182960
"thous","CCSP450","China",2005,1338030
"thous","CCSP450","China",2010,1376320
"thous","CCSP450","China",2015,1414640
"thous","CCSP450","China",2020,1431260
"thous","CCSP450","China",2025,1437680
"thous","CCSP450","China",2030,1433380
"thous","CCSP450","China",2035,1417840
"thous","CCSP450","China",2040,1391620
"thous","CCSP450","China",2045,1356310
"thous","CCSP450","China",2050,1313220
"thous","CCSP450","China",2055,1264140
"thous","CCSP450","China",2060,1211040
"thous","CCSP450","China",2065,1156060
"thous","CCSP450","China",2070,1101080
"thous","CCSP450","China",2075,1046470
"thous","CCSP450","China",2080,992245
"thous","CCSP450","China",2085,939257
"thous","CCSP450","China",2090,889160
"thous","CCSP450","China",2095,842988
"thous","CCSP450","China",2100,800756
"thous","CCSP450","Colombia",1975,24066
"thous","CCSP450","Colombia",1990,33103
"thous","CCSP450","Colombia",2005,42648
"thous","CCSP450","Colombia",2010,45223
"thous","CCSP450","Colombia",2015,47521
"thous","CCSP450","Colombia",2020,50315
"thous","CCSP450","Colombia",2025,52898
"thous","CCSP450","Colombia",2030,55222
"thous","CCSP450","Colombia",2035,57240
"thous","CCSP450","Colombia",2040,58976
"thous","CCSP450","Colombia",2045,60431
"thous","CCSP450","Colombia",2050,61553
"thous","CCSP450","Colombia",2055,62356
"thous","CCSP450","Colombia",2060,62899
"thous","CCSP450","Colombia",2065,63157
"thous","CCSP450","Colombia",2070,63179
"thous","CCSP450","Colombia",2075,62972
"thous","CCSP450","Colombia",2080,62528
"thous","CCSP450","Colombia",2085,61871
"thous","CCSP450","Colombia",2090,61079
"thous","CCSP450","Colombia",2095,60178
"thous","CCSP450","Colombia",2100,59180
"thous","CCSP450","EU-12",1975,99629
"thous","CCSP450","EU-12",1990,107358
"thous","CCSP450","EU-12",2005,103595
"thous","CCSP450","EU-12",2010,102240
"thous","CCSP450","EU-12",2015,100885
"thous","CCSP450","EU-12",2020,100489
"thous","CCSP450","EU-12",2025,99871
"thous","CCSP450","EU-12",2030,98929
"thous","CCSP450","EU-12",2035,97638
"thous","CCSP450","EU-12",2040,96191
"thous","CCSP450","EU-12",2045,94712
"thous","CCSP450","EU-12",2050,93190
"thous","CCSP450","EU-12",2055,91540
"thous","CCSP450","EU-12",2060,89687
"thous","CCSP450","EU-12",2065,87507
"thous","CCSP450","EU-12",2070,85081
"thous","CCSP450","EU-12",2075,82569
"thous","CCSP450","EU-12",2080,80124
"thous","CCSP450","EU-12",2085,77829
"thous","CCSP450","EU-12",2090,75700
"thous","CCSP450","EU-12",2095,73704
"thous","CCSP450","EU-12",2100,71775
"thous","CCSP450","EU-15",1975,350014
"thous","CCSP450","EU-15",1990,365030
"thous","CCSP450","EU-15",2005,387123
"thous","CCSP450","EU-15",2010,396932
"thous","CCSP450","EU-15",2015,404066
"thous","CCSP450","EU-15",2020,410786
"thous","CCSP450","EU-15",2025,417109
"thous","CCSP450","EU-15",2030,422887
"thous","CCSP450","EU-15",2035,428181
"thous","CCSP450","EU-15",2040,433036
"thous","CCSP450","EU-15",2045,437256
"thous","CCSP450","EU-15",2050,440600
"thous","CCSP450","EU-15",2055,442992
"thous","CCSP450","EU-15",2060,444653
"thous","CCSP450","EU-15",2065,445271
"thous","CCSP450","EU-15",2070,445263
"thous","CCSP450","EU-15",2075,444778
"thous","CCSP450","EU-15",2080,443719
"thous","CCSP450","EU-15",2085,441988
"thous","CCSP450","EU-15",2090,439290
"thous","CCSP450","EU-15",2095,435605
"thous","CCSP450","EU-15",2100,430661
"thous","CCSP450","Europe_Eastern",1975,61848
"thous","CCSP450","Europe_Eastern",1990,65980
"thous","CCSP450","Europe_Eastern",2005,60612
"thous","CCSP450","Europe_Eastern",2010,59299
"thous","CCSP450","Europe_Eastern",2015,58432
"thous","CCSP450","Europe_Eastern",2020,56851
"thous","CCSP450","Europe_Eastern",2025,55458
"thous","CCSP450","Europe_Eastern",2030,54198
"thous","CCSP450","Europe_Eastern",2035,53087
"thous","CCSP450","Europe_Eastern",2040,52133
"thous","CCSP450","Europe_Eastern",2045,51262
"thous","CCSP450","Europe_Eastern",2050,50429
"thous","CCSP450","Europe_Eastern",2055,49635
"thous","CCSP450","Europe_Eastern",2060,48892
"thous","CCSP450","Europe_Eastern",2065,48066
"thous","CCSP450","Europe_Eastern",2070,47179
"thous","CCSP450","Europe_Eastern",2075,46230
"thous","CCSP450","Europe_Eastern",2080,45227
"thous","CCSP450","Europe_Eastern",2085,44191
"thous","CCSP450","Europe_Eastern",2090,43146
"thous","CCSP450","Europe_Eastern",2095,42092
"thous","CCSP450","Europe_Eastern",2100,41002
"thous","CCSP450","Europe_Non_EU",1975,61029
"thous","CCSP450","Europe_Non_EU",1990,78577
"thous","CCSP450","Europe_Non_EU",2005,91004
"thous","CCSP450","Europe_Non_EU",2010,94995
"thous","CCSP450","Europe_Non_EU",2015,100665
"thous","CCSP450","Europe_Non_EU",2020,104683
"thous","CCSP450","Europe_Non_EU",2025,108334
"thous","CCSP450","Europe_Non_EU",2030,111526
"thous","CCSP450","Europe_Non_EU",2035,114226
"thous","CCSP450","Europe_Non_EU",2040,116432
"thous","CCSP450","Europe_Non_EU",2045,118121
"thous","CCSP450","Europe_Non_EU",2050,119289
"thous","CCSP450","Europe_Non_EU",2055,119897
"thous","CCSP450","Europe_Non_EU",2060,120004
"thous","CCSP450","Europe_Non_EU",2065,119658
"thous","CCSP450","Europe_Non_EU",2070,118869
"thous","CCSP450","Europe_Non_EU",2075,117659
"thous","CCSP450","Europe_Non_EU",2080,116090
"thous","CCSP450","Europe_Non_EU",2085,114257
"thous","CCSP450","Europe_Non_EU",2090,112312
"thous","CCSP450","Europe_Non_EU",2095,110280
"thous","CCSP450","Europe_Non_EU",2100,108150
"thous","CCSP450","European Free Trade Association",1975,10587
"thous","CCSP450","European Free Trade Association",1990,11184
"thous","CCSP450","European Free Trade Association",2005,12349
"thous","CCSP450","European Free Trade Association",2010,13051
"thous","CCSP450","European Free Trade Association",2015,13864
"thous","CCSP450","European Free Trade Association",2020,14375
"thous","CCSP450","European Free Trade Association",2025,14911
"thous","CCSP450","European Free Trade Association",2030,15440
"thous","CCSP450","European Free Trade Association",2035,15937
"thous","CCSP450","European Free Trade Association",2040,16401
"thous","CCSP450","European Free Trade Association",2045,16844
"thous","CCSP450","European Free Trade Association",2050,17270
"thous","CCSP450","European Free Trade Association",2055,17673
"thous","CCSP450","European Free Trade Association",2060,18044
"thous","CCSP450","European Free Trade Association",2065,18347
"thous","CCSP450","European Free Trade Association",2070,18591
"thous","CCSP450","European Free Trade Association",2075,18786
"thous","CCSP450","European Free Trade Association",2080,18932
"thous","CCSP450","European Free Trade Association",2085,19026
"thous","CCSP450","European Free Trade Association",2090,19045
"thous","CCSP450","European Free Trade Association",2095,18986
"thous","CCSP450","European Free Trade Association",2100,18847
"thous","CCSP450","India",1975,623103
"thous","CCSP450","India",1990,873278
"thous","CCSP450","India",2005,1147610
"thous","CCSP450","India",2010,1234280
"thous","CCSP450","India",2015,1310150
"thous","CCSP450","India",2020,1390440
"thous","CCSP450","India",2025,1464250
"thous","CCSP450","India",2030,1531190
"thous","CCSP450","India",2035,1593140
"thous","CCSP450","India",2040,1648680
"thous","CCSP450","India",2045,1697450
"thous","CCSP450","India",2050,1736740
"thous","CCSP450","India",2055,1765630
"thous","CCSP450","India",2060,1782310
"thous","CCSP450","India",2065,1787850
"thous","CCSP450","India",2070,1784280
"thous","CCSP450","India",2075,1771810
"thous","CCSP450","India",2080,1750760
"thous","CCSP450","India",2085,1721860
"thous","CCSP450","India",2090,1687290
"thous","CCSP450","India",2095,1647720
"thous","CCSP450","India",2100,1605660
"thous","CCSP450","Indonesia",1975,130681
"thous","CCSP450","Indonesia",1990,181413
"thous","CCSP450","Indonesia",2005,226289
"thous","CCSP450","Indonesia",2010,241834
"thous","CCSP450","Indonesia",2015,258383
"thous","CCSP450","Indonesia",2020,268979
"thous","CCSP450","Indonesia",2025,277911
"thous","CCSP450","Indonesia",2030,285073
"thous","CCSP450","Indonesia",2035,290581
"thous","CCSP450","Indonesia",2040,294272
"thous","CCSP450","Indonesia",2045,295961
"thous","CCSP450","Indonesia",2050,295514
"thous","CCSP450","Indonesia",2055,293448
"thous","CCSP450","Indonesia",2060,289848
"thous","CCSP450","Indonesia",2065,284947
"thous","CCSP450","Indonesia",2070,279001
"thous","CCSP450","Indonesia",2075,272274
"thous","CCSP450","Indonesia",2080,265011
"thous","CCSP450","Indonesia",2085,257412
"thous","CCSP450","Indonesia",2090,249617
"thous","CCSP450","Indonesia",2095,241732
"thous","CCSP450","Indonesia",2100,233841
"thous","CCSP450","Japan",1975,112413
"thous","CCSP450","Japan",1990,124505
"thous","CCSP450","Japan",2005,128326
"thous","CCSP450","Japan",2010,128542
"thous","CCSP450","Japan",2015,127985
"thous","CCSP450","Japan",2020,126674
"thous","CCSP450","Japan",2025,124682
"thous","CCSP450","Japan",2030,122205
"thous","CCSP450","Japan",2035,119425
"thous","CCSP450","Japan",2040,116466
"thous","CCSP450","Japan",2045,113374
"thous","CCSP450","Japan",2050,110228
"thous","CCSP450","Japan",2055,107097
"thous","CCSP450","Japan",2060,103942
"thous","CCSP450","Japan",2065,100573
"thous","CCSP450","Japan",2070,97045
"thous","CCSP450","Japan",2075,93496
"thous","CCSP450","Japan",2080,90013
"thous","CCSP450","Japan",2085,86442
"thous","CCSP450","Japan",2090,82905
"thous","CCSP450","Japan",2095,79443
"thous","CCSP450","Japan",2100,76059
"thous","CCSP450","Mexico",1975,59608
"thous","CCSP450","Mexico",1990,83943
"thous","CCSP450","Mexico",2005,106005
"thous","CCSP450","Mexico",2010,114093
"thous","CCSP450","Mexico",2015,121858
"thous","CCSP450","Mexico",2020,128166
"thous","CCSP450","Mexico",2025,133883
"thous","CCSP450","Mexico",2030,138897
"thous","CCSP450","Mexico",2035,143123
"thous","CCSP450","Mexico",2040,146566
"thous","CCSP450","Mexico",2045,149207
"thous","CCSP450","Mexico",2050,151057
"thous","CCSP450","Mexico",2055,152126
"thous","CCSP450","Mexico",2060,152391
"thous","CCSP450","Mexico",2065,152312
"thous","CCSP450","Mexico",2070,152038
"thous","CCSP450","Mexico",2075,151541
"thous","CCSP450","Mexico",2080,150753
"thous","CCSP450","Mexico",2085,149656
"thous","CCSP450","Mexico",2090,148293
"thous","CCSP450","Mexico",2095,146831
"thous","CCSP450","Mexico",2100,145314
"thous","CCSP450","Middle East",1975,78298
"thous","CCSP450","Middle East",1990,133782
"thous","CCSP450","Middle East",2005,190643
"thous","CCSP450","Middle East",2010,216724
"thous","CCSP450","Middle East",2015,240169
"thous","CCSP450","Middle East",2020,263175
"thous","CCSP450","Middle East",2025,285215
"thous","CCSP450","Middle East",2030,306215
"thous","CCSP450","Middle East",2035,326372
"thous","CCSP450","Middle East",2040,345587
"thous","CCSP450","Middle East",2045,363165
"thous","CCSP450","Middle East",2050,378689
"thous","CCSP450","Middle East",2055,391982
"thous","CCSP450","Middle East",2060,402949
"thous","CCSP450","Middle East",2065,411673
"thous","CCSP450","Middle East",2070,418270
"thous","CCSP450","Middle East",2075,422733
"thous","CCSP450","Middle East",2080,425282
"thous","CCSP450","Middle East",2085,426217
"thous","CCSP450","Middle East",2090,425855
"thous","CCSP450","Middle East",2095,424503
"thous","CCSP450","Middle East",2100,422123
"thous","CCSP450","Pakistan",1975,66817
"thous","CCSP450","Pakistan",1990,107648
"thous","CCSP450","Pakistan",2005,160304
"thous","CCSP450","Pakistan",2010,179425
"thous","CCSP450","Pakistan",2015,199427
"thous","CCSP450","Pakistan",2020,217611
"thous","CCSP450","Pakistan",2025,235246
"thous","CCSP450","Pakistan",2030,251556
"thous","CCSP450","Pakistan",2035,266794
"thous","CCSP450","Pakistan",2040,281252
"thous","CCSP450","Pakistan",2045,294811
"thous","CCSP450","Pakistan",2050,307069
"thous","CCSP450","Pakistan",2055,317275
"thous","CCSP450","Pakistan",2060,325405
"thous","CCSP450","Pakistan",2065,331845
"thous","CCSP450","Pakistan",2070,336791
"thous","CCSP450","Pakistan",2075,340620
"thous","CCSP450","Pakistan",2080,343182
"thous","CCSP450","Pakistan",2085,344732
"thous","CCSP450","Pakistan",2090,344939
"thous","CCSP450","Pakistan",2095,344183
"thous","CCSP450","Pakistan",2100,342540
"thous","CCSP450","Russia",1975,133805
"thous","CCSP450","Russia",1990,147532
"thous","CCSP450","Russia",2005,143672
"thous","CCSP450","Russia",2010,143479
"thous","CCSP450","Russia",2015,144985
"thous","CCSP450","Russia",2020,144271
"thous","CCSP450","Russia",2025,143195
"thous","CCSP450","Russia",2030,141897
"thous","CCSP450","Russia",2035,140735
"thous","CCSP450","Russia",2040,140027
"thous","CCSP450","Russia",2045,139464
"thous","CCSP450","Russia",2050,138932
"thous","CCSP450","Russia",2055,138295
"thous","CCSP450","Russia",2060,137620
"thous","CCSP450","Russia",2065,136685
"thous","CCSP450","Russia",2070,135592
"thous","CCSP450","Russia",2075,134301
"thous","CCSP450","Russia",2080,132755
"thous","CCSP450","Russia",2085,130973
"thous","CCSP450","Russia",2090,129027
"thous","CCSP450","Russia",2095,126931
"thous","CCSP450","Russia",2100,124611
"thous","CCSP450","South Africa",1975,25195
"thous","CCSP450","South Africa",1990,36801
"thous","CCSP450","South Africa",2005,47881
"thous","CCSP450","South Africa",2010,51217
"thous","CCSP450","South Africa",2015,55386
"thous","CCSP450","South Africa",2020,57817
"thous","CCSP450","South Africa",2025,59978
"thous","CCSP450","South Africa",2030,61814
"thous","CCSP450","South Africa",2035,63336
"thous","CCSP450","South Africa",2040,64630
"thous","CCSP450","South Africa",2045,65681
"thous","CCSP450","South Africa",2050,66519
"thous","CCSP450","South Africa",2055,67138
"thous","CCSP450","South Africa",2060,67571
"thous","CCSP450","South Africa",2065,67720
"thous","CCSP450","South Africa",2070,67556
"thous","CCSP450","South Africa",2075,67095
"thous","CCSP450","South Africa",2080,66349
"thous","CCSP450","South Africa",2085,65437
"thous","CCSP450","South Africa",2090,64361
"thous","CCSP450","South Africa",2095,63119
"thous","CCSP450","South Africa",2100,61707
"thous","CCSP450","South America_Northern",1975,14351
"thous","CCSP450","South America_Northern",1990,20897
"thous","CCSP450","South America_Northern",2005,27881
"thous","CCSP450","South America_Northern",2010,29952
"thous","CCSP450","South America_Northern",2015,31669
"thous","CCSP450","South America_Northern",2020,33700
"thous","CCSP450","South America_Northern",2025,35594
"thous","CCSP450","South America_Northern",2030,37332
"thous","CCSP450","South America_Northern",2035,38852
"thous","CCSP450","South America_Northern",2040,40151
"thous","CCSP450","South America_Northern",2045,41230
"thous","CCSP450","South America_Northern",2050,42082
"thous","CCSP450","South America_Northern",2055,42720
