"region","supplysector","subsector","stub.technology","year","minicam.non.energy.input","input.cost"
"China","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.78301550462927
"China","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.73441506832131
"China","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.295407736297931
"China","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.73441506832131
"China","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.68581463201335
"China","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.283008742305025
"China","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.68581463201335
"China","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.63721419570539
"China","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.270609748312119
"China","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.63721419570539
"China","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.58870426300322
"China","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.258301257925001
"China","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.58870426300322
"China","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.54010382669526
"China","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.245902263932095
"China","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.54010382669526
"China","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.4915033903873
"China","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.233503269939189
"China","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.4915033903873
"China","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.44290295407934
"China","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.221104275946283
"China","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.44290295407934
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.35780846721331
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.360615426451184
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.35780846721331
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.30398178295626
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.36066435320319
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.30398178295626
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.23131160822389
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.356105904110086
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.23131160822389
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.12884737684082
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.344080685753812
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.12884737684082
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.01738617600463
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.329840714341777
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.01738617600463
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.96047799414836
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.329165252768762
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.96047799414836
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.89229777968291
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.325702030709896
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.89229777968291
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.88137798954676
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.336445931046416
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.88137798954676
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.83405892764069
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.324439601906071
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.83405892764069
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.78665158390271
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.312344990933811
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.78665158390271
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.73924424016473
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.300250379961551
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.73924424016473
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.69183689642675
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.288155768989291
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.69183689642675
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.64442955268876
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.276061158017031
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.64442955268876
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.59702220895078
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.263966547044771
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.59702220895078
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.54970314704471
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.251960217904426
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.54970314704471
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.50229580330673
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.239865606932166
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.50229580330673
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.45488845956875
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.227770995959906
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.45488845956875
"EU-12","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.40748111583077
"EU-12","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.215676384987646
"EU-12","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.40748111583077
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",1.68476280743121
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.257676340856033
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",1.68476280743121
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",1.70136036628372
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.26633024645009
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",1.70136036628372
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",1.7084146488379
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.27265422761978
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",1.7084146488379
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",1.69652313342352
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.274205116579016
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",1.69652313342352
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",1.68092848076348
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.274830202292013
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",1.68092848076348
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.71713764592178
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.288308284482498
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.71713764592178
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.75362777070143
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.301834168046443
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.75362777070143
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.85946430039258
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.332527116437601
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.85946430039258
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.81269639578688
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.320660633179437
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.81269639578688
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.7658412376278
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.308706896367904
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.7658412376278
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.71898607946873
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.29675315955637
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.71898607946873
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.67213092130965
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.284799422744837
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.67213092130965
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.62527576315057
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.272845685933304
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.62527576315057
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.5784206049915
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.26089194912177
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.5784206049915
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.53165270038579
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.249025465863606
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.53165270038579
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.48479754222672
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.237071729052073
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.48479754222672
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.43794238406764
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.22511799224054
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.43794238406764
"EU-15","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.39108722590856
"EU-15","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.213164255429006
"EU-15","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.39108722590856
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.7726434205088
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.424062430594958
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.7726434205088
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.69975710405705
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.422618857902201
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.69975710405705
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.60402901405203
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.415589693057719
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.60402901405203
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.47285673387217
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.399682123771755
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.47285673387217
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.33062984653263
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.381055755506883
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.33062984653263
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.25032075420059
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.377829999662406
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.25032075420059
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.15530470261411
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.370970745712989
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.15530470261411
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.1226718435
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.379596396184278
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.1226718435
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.0692839326565
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.366050209850853
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.0692839326565
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.01579641750173
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.352404419206152
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.01579641750173
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.96230890234696
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.338758628561452
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.96230890234696
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.90882138719218
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.325112837916752
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.90882138719218
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.85533387203741
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.311467047272051
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.85533387203741
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.80184635688264
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.297821256627351
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.80184635688264
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.74845844603914
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.284275070293926
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.74845844603914
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.69497093088436
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.270629279649226
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.69497093088436
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.64148341572959
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.256983489004526
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.64148341572959
"Europe_Eastern","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.58799590057481
"Europe_Eastern","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.243337698359825
"Europe_Eastern","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.58799590057481
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.28933108893602
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.35014214191043
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.28933108893602
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.28390051398282
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.357520839682649
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.28390051398282
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.26350910765547
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.361244460106884
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.26350910765547
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.216182245552
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.358196418916871
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.216182245552
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.16243809068067
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.35355656395077
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.16243809068067
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.17256984866009
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.364775583060115
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.17256984866009
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.17884691108894
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.375022827362069
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.17884691108894
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.26490469400176
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.405031829190474
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.26490469400176
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.20793944511383
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.390577960069655
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.20793944511383
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.15086791777647
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.376017812499418
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.15086791777647
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",2.09379639043912
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.361457664929181
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",2.09379639043912
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.03672486310177
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.346897517358944
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.03672486310177
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.97965333576442
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.332337369788707
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.97965333576442
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.92258180842707
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.31777722221847
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.92258180842707
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.86561655953913
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.303323353097651
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.86561655953913
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.80854503220178
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.288763205527414
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.80854503220178
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.75147350486443
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.274203057957177
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.75147350486443
"Europe_Non_EU","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.69440197752708
"Europe_Non_EU","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.25964291038694
"Europe_Non_EU","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.69440197752708
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",1.16911684631297
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.17881077957223
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",1.16911684631297
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",1.19369081942203
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.186859866035498
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",1.19369081942203
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",1.21257223391157
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.193520317854475
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",1.21257223391157
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",1.21886218868364
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.197001881057356
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",1.21886218868364
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",1.22322873645687
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.19999673093596
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",1.22322873645687
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.26658458929701
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.212660197020002
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.26658458929701
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.31211199298843
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.225840533780445
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.31211199298843
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.41250329879685
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.252597293106596
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.41250329879685
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.37697703485114
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.243583166433803
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.37697703485114
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.34138449056224
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.234502759417828
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.34138449056224
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.30579194627335
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.225422352401853
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.30579194627335
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.27019940198445
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.216341945385878
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.27019940198445
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.23460685769556
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.207261538369902
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.23460685769556
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.19901431340666
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.198181131353927
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.19901431340666
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.16348804946095
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.189167004681135
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.16348804946095
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.12789550517205
