"region","supplysector","subsector","stub.technology","year","minicam.non.energy.input","input.cost"
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",3.24686507272124
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.580635336675196
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",3.24686507272124
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",3.16520226480577
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.559914922726496
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",3.16520226480577
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",3.08338710090539
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.539042152792878
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",3.08338710090539
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",3.001571937005
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.518169382859261
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",3.001571937005
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.91975677310462
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.497296612925643
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.91975677310462
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",2.83794160920423
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.476423842992025
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",2.83794160920423
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",2.75612644530385
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.455551073058408
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",2.75612644530385
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",2.67446363738838
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.434830659109707
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",2.67446363738838
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",2.592648473488
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.413957889176089
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",2.592648473488
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",2.51083330958761
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.393085119242472
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",2.51083330958761
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",2.42901814568723
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.372212349308854
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",2.42901814568723
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.00660113790634
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.306899960334251
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.00660113790634
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",1.97448025098176
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.309084319980636
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",1.97448025098176
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",1.9272975554005
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.307586818410074
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",1.9272975554005
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",1.85534136669033
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.299874540891504
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",1.85534136669033
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",1.77640595527901
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.290440678249632
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",1.77640595527901
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.74708553500098
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.293336550297299
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.74708553500098
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.71024432402318
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.294367015236769
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.71024432402318
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.72920247444016
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.309232456057882
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.72920247444016
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.6857108213057
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.298197260486454
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.6857108213057
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.64213802702735
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.287080923771119
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.64213802702735
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.59856523274899
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.275964587055783
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.59856523274899
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.55499243847063
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.264848250340448
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.55499243847063
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.51141964419227
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.253731913625112
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.51141964419227
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.46784684991391
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.242615576909777
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.46784684991391
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.42435519677946
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.231580381338349
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.42435519677946
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.3807824025011
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.220464044623013
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.3807824025011
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.33720960822274
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.209347707907678
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.33720960822274
"Russia","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.29363681394438
"Russia","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.198231371192342
"Russia","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.29363681394438
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.51489884473398
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.384641641586439
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.51489884473398
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.46501460032728
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.385872363679334
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.46501460032728
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.39556759207128
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.382320317828851
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.39556759207128
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.29466191585001
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.370880906808128
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.29466191585001
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.18453253597197
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.357168984668503
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.18453253597197
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.13434421432683
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.358357479605186
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.13434421432683
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.07327261115583
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.356851393537973
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.07327261115583
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.07716406046218
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.371458260988114
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.07716406046218
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.02492072854686
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.35820249020363
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.02492072854686
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.97257992772872
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.344849250516318
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.97257992772872
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.92023912691057
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.331496010829007
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.92023912691057
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.86789832609242
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.318142771141696
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.86789832609242
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.81555752527427
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.304789531454385
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.81555752527427
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.76321672445613
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.291436291767073
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.76321672445613
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.71097339254081
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.278180520982589
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.71097339254081
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.65863259172266
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.264827281295278
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.65863259172266
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.60629179090451
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.251474041607967
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.60629179090451
"South Africa","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.55395099008637
"South Africa","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.238120801920655
"South Africa","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.55395099008637
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.0221414285811
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.309276772796663
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.0221414285811
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.09210815451644
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.327497743238067
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.09210815451644
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.15418472704551
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.343796848910448
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.15418472704551
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.19565158436009
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.354878095556192
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.19565158436009
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.23515115552878
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.365445080654586
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.23515115552878
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.34848388938663
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.394311640008553
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.34848388938663
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.46973016708711
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.425089612936369
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.46973016708711
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.70005188721649
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.482848994787608
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.70005188721649
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.63214213005409
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.465618160880732
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.63214213005409
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.56410567558356
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.448260629665718
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.56410567558356
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",2.49606922111303
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.430903098450703
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",2.49606922111303
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.4280327666425
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.413545567235688
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.4280327666425
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",2.35999631217197
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.396188036020674
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",2.35999631217197
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",2.29195985770143
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.378830504805659
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",2.29195985770143
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",2.22405010053904
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.361599670898783
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",2.22405010053904
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",2.15601364606851
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.344242139683768
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",2.15601364606851
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",2.08797719159798
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.326884608468754
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",2.08797719159798
"South America_Northern","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",2.01994073712745
"South America_Northern","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.309527077253739
"South America_Northern","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",2.01994073712745
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.9153087077689
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.445882397789277
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.9153087077689
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.82880070599029
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.442819289854639
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.82880070599029
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.71757258773739
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.43371066585869
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.71757258773739
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.568656368226
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.41516599745947
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.568656368226
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.40762806678876
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.393644891030071
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.40762806678876
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.30940450037489
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.387750190708692
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.30940450037489
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.19422282238698
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.377669327076626
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.19422282238698
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.13953692301722
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.382612370332942
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.13953692301722
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.08572483386072
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.368958556666368
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.08572483386072
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.03181234901549
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.355204347311068
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.03181234901549
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.97789986417026
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.341450137955768
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.97789986417026
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.92398737932504
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.327695928600468
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.92398737932504
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.87007489447981
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.313941719245169
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.87007489447981
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.81616240963458
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.300187509889869
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.81616240963458
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.76235032047808
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.286533696223294
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.76235032047808
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.70843783563286
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.272779486867994
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.70843783563286
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.65452535078763
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.259025277512695
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.65452535078763
"South America_Southern","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.60061286594241
"South America_Southern","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.245271068157395
"South America_Southern","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.60061286594241
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",11.3739062892716
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",1.73958407731446
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",11.3739062892716
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",10.509863752584
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",1.64520971503329
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",10.509863752584
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",9.51187767308581
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",1.51804695770618
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",9.51187767308581
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",8.34444323328392
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",1.34869309147133
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",8.34444323328392
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",7.10368891694634
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",1.16144635801349
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",7.10368891694634
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",5.98533433763156
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",1.00494068080978
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",5.98533433763156
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",4.72110693594264
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.812596269331752
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",4.72110693594264
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",3.42100996109691
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.611777584236327
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",3.42100996109691
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",3.33496718658278
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.589945835479011
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",3.33496718658278
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",3.24876388450426
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.567953559157302
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",3.24876388450426
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",3.16256058242574
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.545961282835594
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",3.16256058242574
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",3.07635728034722
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.523969006513885
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",3.07635728034722
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",2.99015397826869
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.501976730192176
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",2.99015397826869
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",2.90395067619017
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.479984453870468
"South Asia","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",2.90395067619017
"South Asia","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",2.81790790167604
"South Asia","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.458152705113151
